e6-zero-rtt25-ck16KiB-r1	81.80	229.4	16384	25	0	7.2	0	0.0	0.0	0	0	87363	1365.0	1.100	
e6-zero-rtt25-ck64KiB-r1	222.94	225.4	65536	25	0	3.1	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt25-ck256KiB-r1	83.95	104.9	262144	25	0	7.1	0	0.0	0.0	0	0	86433	1350.5	1.088	
e6-zero-rtt25-ck16KiB-r2	218.27	225.4	16384	25	0	3.1	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt25-ck64KiB-r2	223.18	225.4	65536	25	0	3.1	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt25-ck256KiB-r2	44.48	83.9	262144	25	0	12.8	0	0.0	0.0	0	0	86840	1356.9	1.093	
e6-zero-rtt25-ck16KiB-r3	217.97	246.4	16384	25	0	3.1	0	0.0	0.0	0	0	86966	1358.8	1.095	
e6-zero-rtt25-ck64KiB-r3	222.77	225.4	65536	25	0	3.1	0	0.0	0.0	0	0	86905	1357.9	1.094	
e6-zero-rtt25-ck256KiB-r3	228.04	230.7	262144	25	0	3.1	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt71-ck16KiB-r1	191.45	225.4	16384	71	0	3.8	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt71-ck64KiB-r1	202.01	225.4	65536	71	0	3.8	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt71-ck256KiB-r1	165.69	272.6	262144	71	0	4.6	0	0.0	0.0	0	0	88737	1386.5	1.117	
e6-zero-rtt71-ck16KiB-r2	191.36	258.2	16384	71	0	3.9	0	0.0	0.0	0	0	87889	1373.3	1.106	
e6-zero-rtt71-ck64KiB-r2	202.85	230.7	65536	71	0	3.8	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt71-ck256KiB-r2	16.94	104.9	262144	71	0	33.1	128	12.8	1.0	0	0	88941	1389.7	1.120	
e6-zero-rtt71-ck16KiB-r3	154.60	242.5	16384	71	0	4.5	5	0.5	0.5	0	0	89860	1404.1	1.131	
e6-zero-rtt71-ck64KiB-r3	202.02	225.4	65536	71	0	3.9	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt71-ck256KiB-r3	12.86	41.9	262144	71	0	43.1	175	17.5	0.3	0	0	87414	1365.8	1.100	
e6-zero-rtt100-ck16KiB-r1	52.64	60.3	16384	100	0	11.5	1	0.1	0.1	0	0	86610	1353.3	1.090	
